Period;Elområde;mFRR Upp Pris (EUR/MW);mFRR Upp Volym (MW);mFRR Ned Pris (EUR/MW);mFRR Ned Volym (MW);Publiceringstidpunkt;
2026-06-24 00:00;SN1;2;156;40;454;2026-06-23 08:30
2026-06-24 00:00;SN4;13,380;233;1;34;2026-06-23 08:30
2026-06-24 00:00;SN3;6,930;589;1;146;2026-06-23 08:30
2026-06-24 00:00;SN2;6,930;42;25;359;2026-06-23 08:30
2026-06-24 01:00;SN1;2;156;35;442;2026-06-23 08:30
2026-06-24 01:00;SN4;10;244;1;12;2026-06-23 08:30
2026-06-24 01:00;SN3;10;588;1;168;2026-06-23 08:30
2026-06-24 01:00;SN2;10;39;20;359;2026-06-23 08:30
2026-06-24 02:00;SN1;1,970;144;30;435;2026-06-23 08:30
2026-06-24 02:00;SN3;10,700;598;1;163;2026-06-23 08:30
2026-06-24 02:00;SN4;10,700;235;1;17;2026-06-23 08:30
2026-06-24 02:00;SN2;10,700;40;20;347;2026-06-23 08:30
2026-06-24 03:00;SN3;7,890;596;0,690;158;2026-06-23 08:30
2026-06-24 03:00;SN2;7,890;29;20;366;2026-06-23 08:30
2026-06-24 03:00;SN4;19;250;1;22;2026-06-23 08:30
2026-06-24 03:00;SN1;2;163;30;441;2026-06-23 08:30
2026-06-24 04:00;SN1;1,640;79;26;395;2026-06-23 08:30
2026-06-24 04:00;SN4;7,890;234;1;33;2026-06-23 08:30
2026-06-24 04:00;SN3;5;559;1;147;2026-06-23 08:30
2026-06-24 04:00;SN2;5;27;10;404;2026-06-23 08:30
2026-06-24 05:00;SN4;7,890;247;1;33;2026-06-23 08:30
2026-06-24 05:00;SN2;3,500;26;20;434;2026-06-23 08:30
2026-06-24 05:00;SN3;3,500;483;1;147;2026-06-23 08:30
2026-06-24 05:00;SN1;3,500;180;20;340;2026-06-23 08:30
2026-06-24 06:00;SN3;4,070;505;1,160;138;2026-06-23 08:30
2026-06-24 06:00;SN4;19;181;1,160;45;2026-06-23 08:30
2026-06-24 06:00;SN2;4,070;26;15;487;2026-06-23 08:30
2026-06-24 06:00;SN1;4,070;207;15;300;2026-06-23 08:30
2026-06-24 07:00;SN3;4,180;532;1,190;152;2026-06-23 08:30
2026-06-24 07:00;SN1;2;172;15;299;2026-06-23 08:30
2026-06-24 07:00;SN4;19;191;1,190;42;2026-06-23 08:30
2026-06-24 07:00;SN2;4,180;26;12;459;2026-06-23 08:30
2026-06-24 08:00;SN1;1,500;100;26;402;2026-06-23 08:30
2026-06-24 08:00;SN2;14;38;6,730;342;2026-06-23 08:30
2026-06-24 08:00;SN4;14;168;1;49;2026-06-23 08:30
2026-06-24 08:00;SN3;14;601;1;147;2026-06-23 08:30
2026-06-24 09:00;SN1;1,640;66;35;452;2026-06-23 08:30
2026-06-24 09:00;SN2;5;28;6,730;339;2026-06-23 08:30
2026-06-24 09:00;SN3;5;552;1;178;2026-06-23 08:30
2026-06-24 09:00;SN4;7,890;232;1;60;2026-06-23 08:30
2026-06-24 10:00;SN2;6;27;11,730;315;2026-06-23 08:30
2026-06-24 10:00;SN4;10;220;1;59;2026-06-23 08:30
2026-06-24 10:00;SN1;1,320;45;40;470;2026-06-23 08:30
2026-06-24 10:00;SN3;6;577;1;183;2026-06-23 08:30
2026-06-24 11:00;SN3;14;572;0,690;140;2026-06-23 08:30
2026-06-24 11:00;SN1;1,320;53;30;415;2026-06-23 08:30
2026-06-24 11:00;SN4;14;228;1,900;63;2026-06-23 08:30
2026-06-24 11:00;SN2;14;33;11,730;315;2026-06-23 08:30
2026-06-24 12:00;SN3;14;568;1;151;2026-06-23 08:30
2026-06-24 12:00;SN4;14;213;1;61;2026-06-23 08:30
2026-06-24 12:00;SN2;14;37;15;325;2026-06-23 08:30
2026-06-24 12:00;SN1;1,320;52;40;452;2026-06-23 08:30
2026-06-24 13:00;SN3;7,810;600;1;140;2026-06-23 08:30
2026-06-24 13:00;SN1;1,320;58;40;443;2026-06-23 08:30
2026-06-24 13:00;SN4;7,810;220;1;56;2026-06-23 08:30
2026-06-24 13:00;SN2;7,810;28;15;328;2026-06-23 08:30
2026-06-24 14:00;SN3;5;574;1;143;2026-06-23 08:30
2026-06-24 14:00;SN2;5;28;11,400;317;2026-06-23 08:30
2026-06-24 14:00;SN4;10;225;1;53;2026-06-23 08:30
2026-06-24 14:00;SN1;1,320;51;40;453;2026-06-23 08:30
2026-06-24 15:00;SN3;3,500;539;1;164;2026-06-23 08:30
2026-06-24 15:00;SN1;1,500;95;30;421;2026-06-23 08:30
2026-06-24 15:00;SN2;3,500;24;15;330;2026-06-23 08:30
2026-06-24 15:00;SN4;7,890;239;1;50;2026-06-23 08:30
2026-06-24 16:00;SN2;3,500;25;6;388;2026-06-23 08:30
2026-06-24 16:00;SN3;3,500;519;1;136;2026-06-23 08:30
2026-06-24 16:00;SN4;7,890;227;1;44;2026-06-23 08:30
2026-06-24 16:00;SN1;1,500;127;24;385;2026-06-23 08:30
2026-06-24 17:00;SN2;6;28;10;431;2026-06-23 08:30
2026-06-24 17:00;SN3;6;638;0,690;70;2026-06-23 08:30
2026-06-24 17:00;SN4;6;187;5;50;2026-06-23 08:30
2026-06-24 17:00;SN1;1,800;141;15;301;2026-06-23 08:30
2026-06-24 18:00;SN3;4;536;1,140;143;2026-06-23 08:30
2026-06-24 18:00;SN1;2;154;15;311;2026-06-23 08:30
2026-06-24 18:00;SN2;4;25;14;453;2026-06-23 08:30
2026-06-24 18:00;SN4;7,890;177;1,140;37;2026-06-23 08:30
2026-06-24 19:00;SN4;80,150;198;1,680;32;2026-06-23 08:30
2026-06-24 19:00;SN3;4,710;486;1,680;148;2026-06-23 08:30
2026-06-24 19:00;SN2;4,710;26;12;474;2026-06-23 08:30
2026-06-24 19:00;SN1;2,950;174;12;288;2026-06-23 08:30
2026-06-24 20:00;SN3;4,680;472;1;151;2026-06-23 08:30
2026-06-24 20:00;SN2;4,680;26;12;473;2026-06-23 08:30
2026-06-24 20:00;SN1;2,950;174;12;289;2026-06-23 08:30
2026-06-24 20:00;SN4;81,150;202;1;29;2026-06-23 08:30
2026-06-24 21:00;SN3;4,160;469;1;144;2026-06-23 08:30
2026-06-24 21:00;SN4;50;192;1;36;2026-06-23 08:30
2026-06-24 21:00;SN1;2;176;20;341;2026-06-23 08:30
2026-06-24 21:00;SN2;4,160;26;20;423;2026-06-23 08:30
2026-06-24 22:00;SN3;4;532;1;141;2026-06-23 08:30
2026-06-24 22:00;SN4;66,890;172;1;39;2026-06-23 08:30
2026-06-24 22:00;SN2;4;30;20;405;2026-06-23 08:30
2026-06-24 22:00;SN1;1,970;151;20;365;2026-06-23 08:30
2026-06-24 23:00;SN2;6,870;45;20;416;2026-06-23 08:30
2026-06-24 23:00;SN1;1,500;110;20;366;2026-06-23 08:30
2026-06-24 23:00;SN3;6,870;584;1;169;2026-06-23 08:30
2026-06-24 23:00;SN4;7,890;176;1;11;2026-06-23 08:30
Summa;866,400;22073;1033,630;23083;
